WASP-62b	0.134+-0.027	0.23374548879109264
LTT9779b	-0.41+-0.12	0.7568840081571898
HD1397b	-0.243+-0.11	0.7025476099566208
HD2685b	-0.009+-0.071	0.40795155310394393
