185.1787793,17.7932516
229.2745954,71.8239428
352.82415,39.2358367
242.6021014,43.8163621
295.4656422,50.5168243
314.6078375,10.8391378
242.3762343,-21.0831403
217.1555242,49.8446488
155.8684866,-0.9023998
155.8684866,-0.9023998
15.8992489,-55.2658291
20.7128012,-24.6646128
34.8427046,-39.4230767
70.4371079,23.0308544
181.8890906,-39.5484399
294.6359173,46.0664076
325.1218214,16.4213408
339.1025931,47.861683
39.2412736,24.6480103
130.0528099,64.3280504
276.4975053,65.5633652
164.8647611,40.4304931
164.8647611,40.4304931
164.8647611,40.4304931
69.4007424,-2.4738245
344.3675399,20.7690958
133.1468373,28.3298154
133.1468373,28.3298154
133.1468373,28.3298154
133.1468373,28.3298154
133.1468373,28.3298154
97.6960311,58.1611753
199.596455,-18.3157745
199.596455,-18.3157745
199.596455,-18.3157745
99.171276,-19.2561808
99.171276,-19.2561808
202.1064898,13.7763085
38.0391598,-1.0350269
224.201685,74.9009379
39.4243555,-3.3963607
348.9745031,-9.0878076
94.8039208,-58.0541184
311.2911369,-31.34245
177.5647268,2.7601075
318.4010002,14.6893834
176.4820239,14.6163182
240.09564,15.5467507
154.186782,19.8912626
154.186782,19.8912626
25.9203179,21.0052692
53.6511231,20.5990205
40.7102869,49.5869395
40.7425426,48.9300579
45.6406187,49.7299481
88.2511811,-5.9963378
88.2511811,-5.9963378
150.1971964,-9.5165689
150.1971964,-9.5165689
164.6191243,-10.7704227
278.3688659,-11.6370481
278.3688659,-11.6370481
114.2884692,-13.9066703
7.1413494,-16.2273254
224.6208333,10.2286111
166.6193985,-77.6258725
68.4667685,22.8416192
166.0375038,-76.4553693
102.0798591,-3.1021394
291.0636813,0.7460143
280.6872998,5.9376586
100.7656871,-1.2964437
102.7211432,-5.0864557
103.4242023,-5.5360385
278.5246658,-6.0026026
278.699236,-6.612288
98.1724172,-0.0316045
97.0335983,-0.1707293
291.7770457,1.3836634
97.7204249,0.2268931
97.7204249,0.2268931
101.0526207,-0.2991544
280.6671392,6.2191669
279.7826586,4.3577516
101.922543,-3.7192892
101.922543,-3.7192892
280.6296561,6.5138223
279.7504991,6.9697828
278.4958319,5.5383811
278.6883216,5.5736911
278.9020691,6.4795703
292.0552827,0.1218359
277.6011767,6.8359338
94.820735,-4.4222978
102.1946233,-0.6727861
101.2772396,0.8152163
281.0725563,6.6632062
100.9561682,-1.0630076
100.9561682,-1.0630076
291.5885696,1.4262972
280.7866461,6.2040783
100.1951714,9.2573953
201.7207198,45.5455449
125.7620668,-49.2003008
67.4231674,26.5493897
86.7761233,-10.6303217
86.7761233,-10.6303217
86.7761233,-10.6303217
86.7761233,-10.6303217
27.407731,-34.4590985
91.624382,-72.5126648
169.3162193,17.9615717
354.9154673,-69.196043
170.1408561,-4.8070039
179.7058532,-3.3894613
168.9366786,0.4880606
185.1880932,2.2823788
175.0972238,4.5574311
173.9385102,4.6164303
169.483654,5.988289
175.206752,6.1348146
333.1100738,-16.3418863
331.2771441,-14.1218019
341.2404563,-13.9011223
337.5136198,-13.6101475
335.0949721,-9.5097112
337.6178427,-7.972456
130.4102091,17.6399744
136.5741931,19.4020565
207.2061241,-17.6098985
202.3313765,-14.3594358
202.488752,-12.7347749
205.4445125,-10.8625468
204.2215065,-7.3180577
204.2215065,-7.3180577
13.4321524,7.9952914
13.0800239,10.7947051
13.0800239,10.7947051
78.9198197,16.2786991
159.3890808,11.8427484
228.2482353,-16.7246474
228.2482353,-16.7246474
228.2482353,-16.7246474
65.8974962,25.0506711
134.7188514,21.0747961
54.0032486,-44.5143104
54.0032486,-44.5143104
54.0032486,-44.5143104
153.7090696,-47.1549358
153.7090696,-47.1549358
175.4326081,42.7515862
175.4326081,42.7515862
177.7304866,48.3732334
258.8313991,4.9606795
306.9286462,-56.4622865
333.4324675,-17.6870623
51.7501882,-63.500166
4.6126677,44.0247296
4.6126677,44.0247296
61.6454173,-20.8564724
62.3228353,-53.3711768
62.3228353,-53.3711768
62.3228353,-53.3711768
73.0245495,6.4752347
73.460097,-17.776194
73.460097,-17.776194
73.460097,-17.776194
108.0194945,-24.8921008
92.6435993,-21.8677233
92.6435993,-21.8677233
103.7002499,33.2664632
9.9980016,-44.2541679
111.852091,5.225807
111.852091,5.225807
4.0634323,-79.8514218
18.6432425,-53.9407751
32.2977385,-16.3392495
32.2977385,-16.3392495
32.2977385,-16.3392495
130.2445254,-23.452809
130.2445254,-23.452809
133.7819507,1.5420011
67.1484425,-25.1713396
67.1484425,-25.1713396
67.1484425,-25.1713396
67.1484425,-25.1713396
75.4868824,-6.9485133
75.4868824,-6.9485133
78.9471415,-31.2948458
138.5916722,52.6835211
119.7735021,15.391209
120.5936065,3.3371629
120.5936065,3.3371629
130.3316616,59.4918364
144.0074644,-21.6650634
144.0074644,-21.6650634
144.0074644,-21.6650634
164.6433493,-31.1443383
200.7335358,24.4639425
242.2645452,52.9441443
259.0020507,11.0561751
259.0020507,11.0561751
165.834471,35.972317
167.7745044,30.4451688
167.7745044,30.4451688
168.9810458,-57.5425629
336.3221454,59.412503
173.8619194,-32.5436302
173.8619194,-32.5436302
173.8619194,-32.5436302
175.5505363,26.7030669
189.7134226,11.6950708
191.981531,9.7494181
199.192348,9.4249781
210.2597264,-2.6522901
229.8564725,-7.7226935
229.8564725,-7.7226935
229.8564725,-7.7226935
