#Name,#tic_id,#Per,#Per_err,#Ecc,#Ecc_err,#T0,#T0_err,#a/R*,#a/R*_err,#Rp/R*,#Rp/R*_err,#Teff,#M/H,#logg,#RA,#DEC,#Nos_of_stars,#sum
NGTS-5 b,TIC 368739874,3.3569866,2.6E-06,0,,2457740.35262,0.00026,11.111,0.315,0.1579,0.0016,4987,0.12,4.52,221.0582692,5.6053735,1,0
NGTS-6 b,TIC 1528696,0.882059,8E-07,0,,2457982.3784,0.0003,4.784,0.043,,,4730,0.11,4.7,75.795382,-30.3994612,1,4
NGTS-8 b,TIC 102068384,2.4997,1E-05,0.01,0.014,2457500.1783,0.00072,7.6,0.18,0.114,0.002,5241,0.24,4.41,328.9759206,-14.0684399,1,0
NGTS-9 b,TIC 176685457,4.43527,2E-05,0.06,0.076,2457671.81086,0.00265,9.06,0.31,0.08,0.004,6330,0.31,4.37,141.9206435,-19.3476477,1,2
OGLE-TR-10 b,TIC 130150682,3.101278,,,,,,,,,,5950,,,267.8677483,-29.8764758,1,0
OGLE-TR-111 b,TIC 465390152,4.0144463,1E-06,,,2454092.80717,0.00016,12.3,0.2,0.1261,0.001,,,,163.324115,-61.4056976,1,6
OGLE-TR-113 b,TIC 915110182,1.4324752,,,,,,,,,,4790,,,163.1010355,-61.4468591,1,6
OGLE-TR-132 b,TIC 465144510,1.689868,,,,,,4.76,0.57,0.0932,0.0015,6210,0.37,4.31,162.6440933,-61.9572476,1,6
OGLE-TR-182 b,TIC 466884459,3.9791,1E-05,0,,2454270.572,0.002,,,,,5924,,,167.3279228,-61.0952624,1,6
OGLE-TR-211 b,TIC 390001646,3.67724,3E-05,0,,2453428.334,0.003,,,,,6325,,,160.0598236,-62.4555353,1,6
OGLE-TR-56 b,,1.2119189,,,,,,3.74,0.19,0.1027,0.0019,6050,,,269.1479583,-29.5392222,1,1
OGLE2-TR-L9 b,TIC 466840711,2.4855335,7E-07,,,2454492.79765,0.00039,,,,,6933,,,166.9798793,-61.1462496,1,6
PH1 b,TIC 170348142,138.317,0.04,0.0702,0.0029,2455074.49,0.052,22.1435,,0.03268,0.00032,6407,0.21,4.14,298.2150641,39.9550863,4,2
PH2 b,TIC 416279912,282.5255,0.001,0.41,0.08,2455196.0709,,176.7,9.5,0.092,0.0002,5629,-0.078,4.41,289.7636212,51.962683,1,6
POTS-1 b,TIC 341694238,3.1606296,1.57E-06,,,2454231.65488,0.00044,,,0.16432,0.00176,4400,-0.03,4.63,203.6087259,-66.5811639,1,4
Qatar-1 b,TIC 236887394,1.4200242,2.2E-07,0,,2456234.103218,6.1E-05,6.247,0.067,0.14629,0.00063,5013,0.171,4.55,303.3818697,65.1623313,1,23
Qatar-10 b,TIC 229791084,1.645321,1E-05,0,,2458247.90746,0.00036,4.9,0.12,0.1265,0.001,6124,0.016,4.3,284.4439052,69.5708373,1,45
Qatar-2 b,TIC 2521105,1.33711647,2.6E-07,0,,2455624.267096,8.7E-05,,,0.1659,0.00044,4645,0.02,4.53,207.6554928,-6.8040714,1,0
Qatar-3 b,TIC 291751373,2.5079204,,0,,2457302.453004,0.0001,6.39,0.59,0.0888,0.0018,6007,-0.041,4.29,359.1519716,36.2129562,1,2
Qatar-4 b,TIC 440113053,1.8053564,,0,,2457637.77361,0.00046,7.11,0.48,0.1379,0.003,5215,0.103,4.53,4.859275,44.0275965,1,2
Qatar-5 b,TIC 190998418,2.8792319,,0,,2457336.758242,9.8E-05,8.27,0.34,0.1061,0.0013,5747,0.377,4.43,7.0539375,42.0613451,1,2
Qatar-6 b,TIC 311133118,3.506195,1.8E-05,0,,2457784.0327,0.00049,12.61,0.22,0.151,0.007,5052,-0.025,4.64,222.2100773,22.1526136,2,0
Qatar-7 b,TIC 291685334,2.032046,9.7E-06,0,,2458043.32075,0.00016,4.84,0.05,0.11,0.001,6387,0.276,4.2,358.5151344,37.0218242,1,2
Qatar-8 b,TIC 103751498,3.71495,0.001,0,,2458210.8398,0.00085,7.761,0.1,0.1005,0.0008,5738,0.025,4.21,157.4123405,70.5270835,1,10
Qatar-9 b,TIC 149918151,1.540731,3.8E-05,0,,2458227.75643,0.00027,7.236,0.069,0.1489,0.0009,4309,0.252,4.61,160.748095,60.9641194,1,6
SWEEPS-11 b,,1.796,,,,,,,,,,,,,269.7583333,-29.1981944,1,1
SWEEPS-4 b,,4.2,,,,,,,,,,,,,269.7246667,-29.1890556,1,1
TIC 237913194 b,,15.168865,1.8E-05,0.575,0.011,2458319.15055,0.00077,23.85,0.67,0.1031,0.0048,5788,0.14,4.38,22.4458116,-60.7399096,1,12
TOI-122 b,TIC 231702397,5.07803,1.5E-05,0,,2458425.602564,0.00063,25.2,1.5,0.075,0.003,3403,,4.88,332.9482355,-58.946085,1,6
TOI-1235 b,TIC 103633434,3.444729,3.1E-05,0.15,,2458845.51696,0.00099,13.2,0.41,0.0254,0.0009,3872,0.05,4.65,152.2182549,69.2766204,1,8
TOI-132 b,TIC 89020549,2.1097019,1.2E-05,0.059,0.05,2458333.23095,0.00094,6.362,0.413,,,5397,0.16,4.48,338.3996623,-43.436872,1,4
TOI-1333 b,TIC 395171208,4.720219,1.1E-05,0.073,0.092,2458913.37033,0.00045,6.98,0.24,0.0745,0.0014,6274,0.119,4.03,325.0145363,48.4067674,2,2
TOI-1338 b,TIC 260128333,95.174,0.031,0.088,0.0043,2458342.15,0.8,,,0.04724,0.001,6050,0.01,4,92.1330955,-59.5409853,2,80
TOI-1478 b,TIC 409794137,10.180249,1.5E-05,0.024,0.032,2458607.90338,0.00052,18.54,0.7,0.104,0.0015,5597,0.078,4.37,126.4337428,-13.5595485,1,6
TOI-150.01,TIC 271893367,5.857487,8.9E-05,0.262,0.045,2458326.2773,0.00086,9.917,0.092,0.0826,0.0012,6255,0.28,4.13,112.965421,-73.6060358,1,84
TOI-157 b,TIC 140691463,2.0845435,2.3E-06,0,,2458326.54771,0.00022,5.785,0.066,0.11329,0.00056,5404,0.24,4.28,73.7014398,-76.6806061,1,80
TOI-1601 b,TIC 139375960,5.331751,1.1E-05,0.036,0.044,2458990.55302,0.00081,6.76,0.17,0.05827,0.00071,5948,0.329,3.94,38.361569,41.0134321,1,1
TOI-163 b,TIC 179317684,4.231306,6.3E-05,0,,2458328.8797,0.00062,7.57,0.13,0.09082,0.0016,6495,0.22,4.19,79.7682532,-71.8955269,1,80
TOI-169 b,TIC 183120439,2.2554477,6.3E-06,0,,2458327.44174,0.00065,5.88,0.15,0.0866,0.0056,5880,0.24,4.28,16.7786879,-75.1989452,1,12
TOI-172 b,TIC 29857954,9.47725,0.00064,0.3806,0.0093,2458345.8734,0.0013,11.09,0.28,0.05588,0.00091,5645,0.148,3.99,316.6318791,-26.6928654,1,2
TOI-1728 b,TIC 285048486,3.49151,6.2E-05,0.057,0.054,2458843.27427,0.00043,13.48,0.2,0.074,0.002,3980,0.25,4.66,120.6116787,64.7971531,1,2
TOI-1899 b,TIC 172370679,29.02,0.36,0.118,0.073,2458711.957792,0.001182,56.22,1.59,0.194,0.004,3841,0.31,4.67,299.4268472,40.1433462,1,2
TOI-201 b,TIC 350618622,52.97818,4E-05,0.28,0.06,2458376.052,0.0003,,,,,6394,0.24,4.32,87.4017825,-54.910423,1,80
TOI-237 b,TIC 305048087,5.436098,3.9E-05,0,,2458697.7198,0.000796,34.7,2.9,0.062,0.002,3212,,5.04,353.2435381,-29.416487,1,2
TOI-251 b,TIC 224225541,4.93777,2.8E-05,0,,2458357.30548,0.0013,14.02,0.82,0.02858,0.0011,5875,-0.106,4.56,353.0620655,-37.2558629,1,4
TOI-481 b,TIC 339672028,10.33111,2E-05,0.153,0.006,2458511.6418,0.0002,,,0.0614,0.0002,5735,0.26,4.06,110.5126861,-57.384998,1,39
TOI-519 b,TIC 218795833,1.2652328,5E-07,,,2458491.877117,0.00013,10.11,0.14,0.3,0.0091,3350,,,124.6067582,-19.6627918,1,6
TOI-540 b,TIC 200322593,1.2391491,1.7E-06,0,,2458411.82601,0.00046,13.9,0.72,0.0436,0.0012,3216,,,76.3096949,-47.9375391,1,18
TOI-564 b,TIC 1003831,1.651144,1.8E-05,0.072,0.083,2458549.57554,0.00045,,,,,5640,0.143,4.36,130.2951535,-16.0363275,1,4
TOI-628 b,TIC 281408474,3.4095675,7E-06,0.072,0.021,2458629.47972,0.00039,7.78,0.22,0.08108,0.00075,6250,0.258,4.3,99.2630608,1.7675497,1,2
TOI-640 b,TIC 147977348,5.0037775,4.8E-06,0.05,0.054,2458459.73877,0.00071,6.82,0.22,0.08738,0.00091,6460,0.072,3.99,99.7345935,-36.64613,1,12
TOI-677 b,TIC 280206394,11.2366,0.00011,0.435,0.024,2458547.47448,0.00028,,,0.0942,0.001,6295,0,4.29,144.1193594,-50.4630933,1,6
TOI-813 b,TIC 55525572,83.8911,0.0027,0,,2458370.7836,0.0072,47.2,2.1,0.03165,0.00072,5907,0.1,3.86,72.6940102,-60.9054608,1,80
TOI-824 b,TIC 193641523,1.392978,1.8E-05,,,2458639.60354,0.00035,6.73,0.22,0.0387,0.0018,4600,-0.092,4.61,222.1654705,-57.5888666,1,4
TOI-837 b,TIC 460205581,8.3248762,1.57E-05,0,,2458574.272527,0.000593,17.26,0.6,0.08,0.01,6047,-0.069,4.47,157.0372806,-64.5052107,1,6
TOI-849 b,TIC 33595516,0.76552414,2.62E-06,0,0,2458394.73768,0.00091,3.7,0.1,0.03443,0.00092,5373.8,0.19,4.48,28.7157956,-29.4217086,1,2
TOI-892 b,TIC 66561343,10.62656,7E-05,0.125,,2458475.689,0.002,14.2,0.8,0.079,0.001,6261,0.24,4.26,86.738228,-11.2353401,1,4
TOI-905 b,TIC 261867566,3.739494,3.8E-05,0.024,0.025,2458643.30898,0.0002,,,,,5570,0.14,4.5,227.6586754,-71.3616316,1,2
TOI-954 b,TIC 44792534,3.6849729,2.7E-06,0.14,0.18,2458411.90651,0.00084,5.63,0.18,0.0462,0.0019,5710,0.215,3.96,61.9410587,-25.2088028,1,6
TrES-1 b,TIC 120757718,3.03007,8E-06,0,,,,10.48,0.28,,,5230,0.02,4.57,286.0408755,36.632536,2,1
TrES-2 b,TIC 399860444,2.47063,1E-05,0,,,,7.64,0.3,,,5850,-0.15,4.43,286.8085258,49.3164211,2,4
TrES-3 b,TIC 116264089,1.30618581,,0,,2454185.9104,,,,,,5650,,,268.0291106,37.5463268,1,4
TrES-4 b,TIC 159742538,3.55395,7.5E-05,0,,,,6.04,0.23,,,6200,0.14,4.06,268.3043361,37.2117397,2,3
TrES-5 b,TIC 233948455,1.48224686,6.14E-06,,,2456458.59219,9E-05,6.1,0.1,0.143,0.0012,5171,0.2,4.52,305.2219454,59.4489033,1,7
WASP-1 b,TIC 57984377,2.5199454,5E-07,0,,2453912.5151,0.00027,5.687,0.034,0.10362,0.00074,,,,5.1669536,31.9899732,2,1
WASP-10 b,TIC 431701493,3.0927616,1.12E-05,,,2454664.037295,8.2E-05,11.65,0.09,0.15918,0.0005,4675,,,348.9930457,31.4627508,1,0
WASP-100 b,TIC 38846515,2.84938,8E-06,0,,,,4.93,0.75,,,6900,-0.03,4.35,68.9598159,-64.027039,2,84
WASP-101 b,TIC 47911178,3.58572,4E-06,0,,,,8.45,0.3,,,6380,0.2,4.31,98.3511016,-23.486086,1,4
WASP-103 b,TIC 276754403,0.925542,1.9E-05,,,2456459.59957,0.00075,2.978,0.05,0.1093,0.0019,6110,0.06,4.22,249.3148604,7.1833758,1,0
WASP-104 b,TIC 393495970,1.7554137,1.8E-06,0,,2456406.11126,0.00012,6.52,0.13,,,5475,0.32,4.5,160.6023689,7.4350768,2,0
WASP-105 b,TIC 158623531,7.87288,1E-05,0,,2456600.0765,0.0002,17.9,0.2,,,5070,0.28,4.2,24.1678686,-50.659308,1,12
WASP-106 b,TIC 53189332,9.28971,1E-05,0,,,,13.79,0.44,,,6055,-0.09,4.23,166.4296276,-5.0794854,1,1
WASP-11 b,TIC 85593751,3.72247,7E-06,0,,,,12.71,0.64,,,4800,0,4.45,47.3689472,30.6733817,3,1
WASP-113 b,TIC 310003988,4.54216875,4.2E-06,0,,2457197.097459,4E-05,,,,,5890,0.1,4.2,224.8728589,46.9600996,1,9
WASP-114 b,TIC 466390120,1.5487743,1.2E-06,0.012,0.022,2456667.73582,0.00021,,,,,5940,0.14,4.3,327.6656953,10.4629385,2,0
WASP-117 b,TIC 166739520,10.02165,0.00055,0.3,0.02,,,17.43,0.98,,,6040,-0.11,4.28,36.7758112,-50.2844247,1,12
WASP-118 b,TIC 380907135,4.0460435,4.4E-06,0,,2456787.81423,0.00062,6.92,0.107,,,6410,0.16,4.1,19.5505861,2.7027847,1,0
WASP-119 b,TIC 388104525,2.49979,1E-05,0.058,,2456537.547,0.002,6.329,0.664,,,5650,0.14,4.26,55.9336392,-65.19378,1,43
WASP-12 b,TIC 86396382,1.09142,1.4E-07,,,,,3,0.016,0.117,0.0002,6360,,,97.636645,29.6722662,3,1
WASP-120 b,TIC 152476657,3.6112706,4.3E-06,0.057,0.022,2456779.43556,0.00051,5.9,0.33,,,6450,-0.05,4.04,62.6160813,-45.8982434,1,12
WASP-121 b,TIC 22529346,1.2749255,2E-07,0,,2456635.70832,0.00011,3.754,0.023,0.12454,0.00047,6459,0.13,4.24,107.6002312,-39.0972705,1,9
WASP-123 b,TIC 31858843,2.9776412,2.3E-06,0,,2456845.17082,0.00039,7.13,0.25,,,5740,0.18,4.29,289.4792124,-32.8601244,2,2
WASP-124 b,TIC 97409519,3.37265,1E-06,0.017,,2457028.5834,0.0001,9.434,1.93,,,6050,-0.02,4.44,332.7143373,-30.7497189,1,1
WASP-127 b,TIC 169226822,4.17806203,8.8E-07,0,,2456776.62124,0.00023,7.81,0.11,0.10103,0.00026,,,,160.5587646,-3.8349989,2,1
WASP-129 b,TIC 61538902,5.748145,4E-06,0.096,,2457027.4373,0.0002,15.152,0.401,,,5900,0.15,4.53,176.2990518,-42.0639575,2,2
WASP-13 b,TIC 8767448,4.35301,3E-06,0,,,,7.35,0.26,,,5950,0,4.06,140.1029654,33.8823291,1,1
WASP-130 b,TIC 243200602,11.55098,1E-05,0,,2456921.14307,0.00025,,,,,5625,0.26,4.49,203.1060194,-42.4752733,1,2
WASP-131 b,TIC 271168962,5.322023,5E-06,0,,2456919.8236,0.0004,,,,,6030,-0.18,4.09,210.1935714,-30.5836084,1,1
WASP-132 b,TIC 127530399,7.133521,9E-06,0,,2456698.2076,0.0004,,,,,4775,0.22,4.61,217.6091998,-46.159516,1,1
WASP-133 b,TIC 92449173,2.176423,1E-06,0.17,,2457116.9874,0.0002,5.155,0.081,,,5700,0.29,4.18,314.5754375,-35.7966224,1,0
WASP-135 b,TIC 308172249,1.4013794,8E-07,0,,2455230.9902,0.0009,,,,,5675,0.02,4.47,267.2848846,29.8790428,1,1
WASP-136 b,TIC 176220787,5.215357,6E-06,,,2456776.90615,0.00109,,,,,6260,-0.18,3.9,0.325761,-8.9262512,1,1
WASP-138 b,TIC 35857242,3.634433,5E-06,,,2457326.62183,0.000319,,,,,6272,-0.09,4.25,41.6391598,-0.4641252,1,2
WASP-139 b,TIC 159951311,5.924262,4E-06,0,,2457196.7933,0.0003,,,,,5310,0.2,4.59,49.562173,-41.3020235,2,12
WASP-14 b,TIC 347430350,2.24375,1E-05,0.09,0,,,6.05,0.34,,,6475,0,4.07,218.2766247,21.8946875,3,0
WASP-140 b,TIC 178284730,2.2359835,8E-07,0.047,0.0035,2456912.35105,0.00015,,,,,5260,0.12,4.51,60.3855387,-20.4509991,2,6
WASP-141 b,TIC 117979897,3.310651,5E-06,0,,2457019.5953,0.0003,,,,,5900,0.29,4.26,71.8244347,-17.1151736,1,4
WASP-142 b,TIC 423275733,2.052868,2E-06,0,,2457007.7779,0.0004,,,,,6010,0.26,4.13,140.5063164,-23.946102,1,2
WASP-144 b,TIC 207077681,2.2783152,1.3E-06,0,,2457157.27493,0.00015,8.39,0.23,,,5200,0.18,4.53,320.7628761,-40.0484393,1,2
WASP-145 A b,TIC 381856447,1.7690381,8E-07,0,,2456844.16526,0.00026,8.74,0.52,,,4900,-0.04,4.65,322.2537644,-58.8361466,2,2
WASP-147 b,TIC 114749636,4.60273,2.7E-05,0,,2456562.595,0.0013,8.29,0.4,0.08,0.0038,5702,0.092,,359.1915117,-22.1532316,1,2
WASP-15 b,TIC 111991770,3.7521,1E-05,0,,,,7.29,0.38,,,6300,-0.17,4.35,208.9280111,-32.1597118,1,1
WASP-150 b,TIC 321668398,5.644207,3E-06,0.3775,0.0038,2457217.2614,0.0004,,,,,6218,0.156,4.15,264.2630197,53.0212751,1,20
WASP-151 b,TIC 262662119,4.533471,4E-06,0.003,,2457741.0081,0.0001,10.34,0.11,0.1011,0.0005,5871,0.1,4.35,349.0634651,0.3066895,1,0
WASP-153 b,TIC 157586003,3.332609,2E-06,0.009,,2453142.542,0.003,6,0.3,0.092,0.001,5914,0.34,4.1,279.2624729,40.0186905,1,4
WASP-156 b,TIC 270380593,3.836169,3E-06,0.007,,2454677.707,0.002,12.8,0.3,0.0685,0.0012,4910,0.24,4.6,32.782085,2.4181937,1,2
WASP-157 b,TIC 179012583,3.951623,1.8E-05,,,2457222.23863,0.00019,10.49,0.26,0.0935,0.0009,5772,0.25,4.38,201.6551525,-8.3176353,1,0
WASP-158 b,TIC 37718056,3.656333,4E-06,0,,2457619.9195,0.001,8,0.4,,,6350,0.24,4.3,4.1463468,-10.9764226,1,1
WASP-159 b,TIC 77156657,3.840401,7E-06,0,,2457668.0849,0.0009,5.44,0.15,,,6120,0.22,3.94,68.1364792,-38.9682973,1,12
WASP-16 b,TIC 46096489,3.1186,1.4E-05,0,,,,9.52,0.57,,,5700,0.01,4.49,214.6830109,-20.2754374,1,1
WASP-160 B b,TIC 32949762,3.7684952,3.5E-06,0,,2457383.65494,0.00021,11.25,0.19,0.129,0.0017,5298,0.27,,87.679561,-27.6233218,2,6
WASP-161 b,TIC 50712784,5.4060425,4.8E-06,,,2457416.5289,0.0011,8.49,0.13,0.0671,0.0017,6400,0.16,4.11,126.3378248,-11.5009889,1,3
WASP-162 b,TIC 308098254,9.62468,1E-05,0.434,0.005,2457701.3816,0.0006,17,0.4,,,5300,0.28,4.33,168.2929079,-17.6577794,1,1
WASP-163 b,TIC 145368316,1.6096884,1.5E-06,,,2457918.462,0.0004,5.62,0.26,0.119,0.003,5500,-0.34,4.41,256.5375549,-10.4130071,1,0
WASP-164 b,TIC 237320326,1.7771255,2.8E-06,0,,2457203.85378,0.0002,6.5,0.13,0.1242,0.0013,5806,-0.01,,344.8735878,-60.4478194,1,2
WASP-165 b,TIC 228381868,3.465509,2.3E-05,0,,2457649.71142,0.00093,5.93,0.67,0.0738,0.0044,5599,0.33,,357.5806472,-17.0775947,1,2
WASP-166 b,TIC 408310006,5.44354,4E-06,0,,2457664.3289,0.0006,11.3,0.6,,,6050,0.19,4.34,144.8751047,-20.9824191,1,2
WASP-167 b,TIC 104024556,2.0219596,6E-07,,,2456592.4643,0.0002,,,,,7000,0.1,4.13,196.0437932,-35.5495292,1,1
WASP-168 b,TIC 232038798,4.153658,3E-06,0,,2457424.5278,0.0004,9.59,0.65,,,6000,-0.01,4.37,96.7446427,-46.8213635,2,15
WASP-169 b,TIC 386259537,5.6114118,9.2E-06,0,,2457697.0176,0.0014,7.3,0.68,,,6110,0.06,3.96,127.3872297,-12.9447683,1,6
WASP-17 b,TIC 66818296,3.73543,8E-06,0,,,,8.97,0.62,,,6550,-0.25,4.2,239.9622479,-28.0617941,1,1
WASP-170 b,TIC 118956453,2.34478022,3.6E-06,,,2457802.3915,0.0002,7.71,0.21,0.1175,0.0041,5600,0.22,4.47,135.4163028,-20.7203686,1,2
WASP-171 b,TIC 162922904,3.8186244,3.8E-06,0,,2458059.8295,0.0011,6.64,0.38,,,5965,0.04,4.08,171.8450533,-44.0887035,1,2
WASP-172 b,TIC 453789494,5.477433,7E-06,0,,2457032.2617,0.0005,8,0.5,,,6900,-0.1,4.05,199.433742,-47.2375748,1,2
WASP-173 A b,TIC 77031414,1.38665318,2.7E-07,0,,2457288.8585,0.0002,4.78,0.17,,,5800,0.16,4.37,354.1686959,-34.6113042,2,2
WASP-174 b,TIC 102192004,4.2337,3E-06,,,2457465.9336,0.0004,,,,,6400,0.09,4.32,195.7940145,-41.3848617,1,4
WASP-175 b,TIC 448589187,3.0652907,1.1E-06,0,,2457143.78886,0.00034,7.86,0.41,,,6229,0.15,4.36,166.3187996,-34.1227453,1,2
WASP-176 b,TIC 375942197,3.899052,5E-06,0,,2458234.1771,0.0007,,,,,5941,0.164,4,313.6872928,9.1790688,1,0
WASP-177 b,TIC 439842788,3.071722,1E-06,,,2457994.3714,0.00028,9.61,0.42,,,5017,0.25,4.49,334.7969885,-1.8344301,1,0
WASP-178 b,TIC 160708862,3.3448285,1.2E-06,0,,2456927.06839,0.00047,7.17,0.21,,,9360,0.21,4.31,227.270329,-42.7049658,1,1
WASP-180 A b,TIC 178367144,3.409264,1E-06,0,,2457763.315,0.0001,,,,,6600,0.1,4.42,123.3922465,-1.9827874,2,2
WASP-181 b,TIC 293457754,4.5195064,3.4E-06,,,2457747.66681,0.00035,12.09,0.54,,,5839,0.09,4.49,26.7932253,3.1329325,1,0
WASP-182 b,TIC 369455629,3.3769848,2.4E-06,0,,2458018.66018,0.00067,8.3,1.9,,,5638,0.27,4.22,311.673345,-41.8209828,1,1
WASP-183 b,TIC 14344979,4.1117771,5.1E-06,,,2457796.1845,0.0024,11.44,0.54,,,5313,-0.31,4.45,163.7888521,-0.7370663,1,1
WASP-184 b,TIC 112099249,5.1817,1E-05,0,,2457630.008,0.001,8.19,0.42,,,6000,0.12,4.09,209.51701,-30.348153,1,1
WASP-185 b,TIC 46020827,9.38755,2E-05,0.24,0.04,2456935.982,0.002,12.9,0.7,,,5900,-0.02,4.13,214.0595791,-19.5423062,1,0
WASP-186 b,TIC 411608801,5.026799,1.2E-05,0.33,0.01,2456237.1195,0.0009,,,,,6361,-0.08,4.19,18.9953122,21.6169065,1,1
WASP-187 b,TIC 15692883,5.147878,5E-06,0,,2455197.3529,0.002,,,,,6150,0,3.72,17.47474,25.6816494,1,1
WASP-19 b,TIC 35516889,0.78883899,4E-08,0.002,0.014,2455708.534626,1.9E-05,3.46,0.08,0.1409,0.0013,5568,0.15,4.45,148.4167672,-45.6591078,1,2
WASP-190 b,TIC 116156517,5.367753,4E-06,0,,2457799.1256,0.0007,,,,,6400,-0.02,4.17,7.7095292,-40.5734613,1,4
WASP-192 b,TIC 160578764,2.8786765,2.8E-06,0,,2457271.3331,0.0017,6.65,0.34,,,5910,0.14,4.24,223.6587187,-38.7445469,1,1
WASP-2 b,TIC 374530847,2.152175,1.2E-05,,,2458339.00342,0.00028,7.81,0.13,0.12831,0.00098,5180,0.12,4.51,307.7255587,6.4293305,2,0
WASP-20 b,TIC 211438925,4.8996284,3.3E-06,0,,2455715.65562,0.00029,9.28,0.23,,,5940,-0.008,4.23,5.1605621,-23.9357894,2,2
WASP-21 b,TIC 436478932,4.322482,1.9E-05,0,,2454743.0419,0.0019,,,,,,,,347.4928024,18.3961597,1,0
WASP-22 b,TIC 257567854,3.53269,1E-05,0.02,0.01,,,8.94,0.85,,,6000,-0.05,4.5,52.8180374,-23.8197924,1,2
WASP-23 b,TIC 170102285,2.9444256,1.1E-06,0.062,,2455320.12363,0.00012,,,,,5150,,,101.1275033,-42.7622296,1,6
WASP-24 b,TIC 460396820,2.34121,2E-06,0,,,,5.91,0.17,,,6075,0,4.26,227.2154975,2.343286,3,0
WASP-25 b,TIC 229047362,3.76483,5E-06,0,,,,11.1,0.52,,,5750,-0.05,4.5,195.3597581,-27.5222273,1,1
WASP-26 b,TIC 32487566,2.7566,1E-05,0,,,,6.43,0.31,,,6034,0.16,4.44,4.6030424,-15.2674044,2,1
WASP-28 b,TIC 398572544,3.40883,6E-06,0,,2455290.40519,0.00031,8.79,0.19,,,6150,-0.29,4.37,353.6162694,-1.5799849,1,0
WASP-29 b,TIC 183537452,3.92273,4E-06,0.03,0.04,,,12.18,0.69,,,4800,0.11,4.5,357.8791976,-39.9071215,1,4
WASP-3 b,TIC 27848472,1.84683,2E-06,0,,,,5.18,0.35,,,6400,0,4.25,278.6317411,35.6614312,3,1
WASP-31 b,TIC 437248515,3.4059096,5E-06,0,,2455192.6887,0.0003,,,,,6302,,,169.4388603,-19.0547781,1,1
WASP-32 b,TIC 427332229,2.71866,2E-06,0,,,,7.72,0.25,,,6140,-0.13,4.4,3.9617073,1.2005122,1,0
WASP-33 b,TIC 129979528,1.21987,1E-06,,,,,3.571,0.01,0.1118,0.0002,7430,,,36.7127375,37.5504441,2,1
WASP-34 b,TIC 437242640,4.31768,5E-06,0.04,0.01,,,12.07,1.58,,,5700,-0.02,4.5,165.3993679,-23.8609457,1,1
WASP-35 b,TIC 43647325,3.16158,2E-06,0,,,,8.53,0.21,,,5990,-0.15,4.4,76.0818912,-6.2297801,1,2
WASP-36 b,TIC 13349647,1.53736596,2.4E-07,,,2455569.83771,0.00046,5.848,0.0552,0.13677,0.00056,5959,-0.26,4.49,131.5803897,-8.0269855,2,2
WASP-37 b,TIC 368805700,3.577469,1.1E-05,0,,2455338.6188,0.0006,,,,,5800,,,221.9438866,1.0650227,1,0
WASP-38 b,TIC 318696424,6.87188,1E-05,0.03,0,,,12.11,0.27,,,6180,-0.02,4.25,243.9597194,10.0324103,1,0
WASP-39 b,TIC 181949561,4.055259,9E-06,0,,2455342.9688,0.0002,,,,,5400,,,217.3266477,-3.4444994,1,0
WASP-4 b,TIC 402026209,1.33823147,2E-08,0,,2455804.515752,1.9E-05,5.451,0.023,0.15201,0.0004,5400,-0.07,4.47,353.5629149,-42.0617794,1,6
WASP-42 b,TIC 248075138,4.9816819,1.1E-06,,,2455650.56728,0.00015,13.5,0.32,0.1293,0.0008,5315,0.29,4.51,192.981203,-42.0736165,1,2
WASP-43 b,TIC 36734222,0.813475,1E-06,0,,2455528.86774,0.00014,,,,,4400,,,154.9081869,-9.8064431,1,1
WASP-44 b,TIC 12862099,2.423804,8E-06,,,2458338.102384,0.000364,8.2,0.43,0.1248,0.0023,5420,-0.003,4.49,3.9032733,-11.9382645,1,2
WASP-45 b,TIC 120610833,3.126089,3E-06,,,2458339.143039,0.000312,9.97,0.3,0.1137,0.0029,5150,-0.03,4.5,5.2377567,-35.998465,2,4
WASP-46 b,TIC 231663901,1.43036763,9.3E-07,,,2455392.31659,0.00058,5.851,0.038,0.14075,0.00035,5600,-0.3,4.49,318.7370122,-55.8718634,1,4
WASP-48 b,TIC 284475976,2.14363,3E-06,0,,,,4.25,0.18,,,5920,-0.12,4.03,291.1623865,55.4730273,1,12
WASP-49 b,TIC 306362738,2.78174,6E-06,0,,,,8.37,0.37,,,5600,-0.23,4.5,91.0897193,-16.9653901,2,4
WASP-5 b,TIC 184240683,1.6284279,2.2E-06,0.038,0.026,2454373.99598,0.00025,,,,,5700,0.09,4.39,359.3490277,-41.2772202,1,4
WASP-50 b,TIC 382391899,1.9551,5E-06,,,,,7.51,0.1,0.139,0.0006,5400,,,43.6880738,-10.8980242,1,2
WASP-52 b,TIC 427685831,1.7497798,1.2E-06,0,,2455793.68143,9E-05,7.3801,0.1106,,,5000,0.03,4.58,348.4947931,8.7610793,1,0
WASP-54 b,TIC 61098812,3.69364,6E-06,0.07,0.03,,,5.88,0.29,,,6100,-0.27,4,205.4542456,-0.1281712,2,1
WASP-55 b,TIC 294301883,4.46563,4E-06,0,,,,10.83,0.31,,,5900,-0.2,4.3,203.7581951,-17.5034961,2,1
WASP-56 b,TIC 347329162,4.6171,3E-06,0,,,,10.88,0.3,,,5600,0.12,4.5,183.3660401,23.055687,2,1
