#
# RESULTS FROM OUR FITS
# ---------------------
#
# Below, you will find the results of our fits. Next to each of the paramerters there are "UE" and "DE" columns which represents the "Upper Errors" and "Down Errors" --- i.e., the upper and lower bands of the 68% credibility bands (1-sigma errors).
# Note there are some planets commented out --- these are planets for which the actual lightcurve SNR is very bad for some reason (probably blended targets).
#
# Planet        Depth   UE      DE      rp/rs   UE      DE      b       UE      DE      q1      UE      DE      q2      UE      DE      u1      UE      DE      u2      UE      DE      a/rs    UE      DE      t0              UE      DE      P               UE              DE              Sectors observed/fitted
WASP-153b	7645	586	579	0.0874	0.0033	0.0034	0.48	0.14	0.24	0.53	0.27	0.23	0.38	0.27	0.21	0.56	0.25	0.29	0.17	0.34	0.35	6.68	0.58	0.65	2459021.26443	0.00080	0.00083	3.3326090	0.0000019	0.0000019	26
HATS-16b	10950	1096	1279	0.1046	0.0051	0.0063	0.61	0.12	0.31	0.48	0.32	0.28	0.37	0.29	0.23	0.46	0.36	0.28	0.16	0.37	0.34	7.26	1.22	0.87	2459097.57525	0.00100	0.00097	2.6865009	0.0000103	0.0000097	29
CoRoT-18b	24924	1351	1428	0.1579	0.0042	0.0046	0.18	0.15	0.11	0.19	0.29	0.12	0.33	0.35	0.22	0.27	0.22	0.17	0.14	0.33	0.24	7.16	0.20	0.28	2459226.40927	0.00061	0.00065	1.9000769	0.0000021	0.0000022	6,33
WASP-135b	19767	595	792	0.1406	0.0021	0.0028	0.711	0.034	0.055	0.19	0.27	0.12	0.32	0.38	0.23	0.26	0.26	0.18	0.14	0.32	0.26	5.61	0.29	0.23	2459021.71875	0.00029	0.00030	1.40137945	0.00000070	0.00000077	26
HATS-39b	9733	868	670	0.0987	0.0043	0.0035	0.36	0.25	0.22	0.41	0.32	0.23	0.27	0.31	0.18	0.33	0.28	0.21	0.28	0.33	0.35	10.06	0.66	1.37	2459237.8926	0.0011	0.0011	4.5776346	0.0000068	0.0000066	34
HATS-70b	4450	177	168	0.0667	0.0013	0.0013	0.32	0.24	0.20	0.118	0.158	0.079	0.21	0.29	0.15	0.135	0.142	0.090	0.18	0.24	0.18	3.99	0.16	0.43	2459253.29285	0.00062	0.00061	1.8882378	0.0000014	0.0000014	33,34
WASP-4b	        22863	302	260	0.15120	0.00100	0.00086	0.112	0.079	0.071	0.482	0.108	0.099	0.213	0.057	0.050	0.295	0.045	0.047	0.40	0.12	0.11	5.414	0.035	0.046	2459112.623445	0.000054	0.000053	1.338231468	0.000000019	0.000000019	2,28,29
TOI-837b	7081	1568	1134	0.0841	0.0089	0.0070	0.940	0.023	0.025	0.50	0.27	0.25	0.53	0.25	0.27	0.68	0.43	0.38	-0.03	0.36	0.34	17.881	1.358	1.057	2458615.89818	0.00067	0.00065	8.324876	0.000012	0.000012	10,11
HATS-33b	12998	321	287	0.1140	0.0014	0.0013	0.23	0.10	0.13	0.45	0.18	0.14	0.217	0.121	0.092	0.291	0.094	0.097	0.38	0.21	0.20	8.11	0.16	0.22	2459059.54363	0.00017	0.00017	2.5495614	0.0000019	0.0000018	13,27
CoRoT-12b	28024	6105	3182	0.1674	0.0173	0.0098	0.43	0.30	0.26	0.39	0.34	0.25	0.43	0.31	0.27	0.47	0.47	0.32	0.07	0.35	0.33	7.97	0.95	1.74	2459211.9706	0.0022	0.0024	2.828041	0.000011	0.000011	33
HATS-55b	15314	1856	1431	0.1237	0.0073	0.0059	0.48	0.21	0.28	0.46	0.31	0.27	0.41	0.31	0.25	0.51	0.38	0.31	0.10	0.38	0.34	12.43	1.55	2.12	2459237.7473	0.0011	0.0012	4.2042001	0.0000030	0.0000029	34
WASP-159b	5617	192	211	0.0749	0.0013	0.0014	0.42	0.13	0.23	0.219	0.176	0.100	0.29	0.32	0.19	0.28	0.17	0.16	0.20	0.28	0.28	4.96	0.35	0.36	2459196.57260	0.00062	0.00064	3.8404008	0.0000063	0.0000064	31,32
TOI-169b	6805	657	610	0.0825	0.0039	0.0038	0.875	0.024	0.035	0.65	0.22	0.25	0.49	0.30	0.29	0.74	0.54	0.46	0.01	0.44	0.47	6.46	0.53	0.38	2459085.27157	0.00040	0.00042	2.2554458	0.0000037	0.0000038	13,27,28
WASP-150b	4260	215	540	0.0653	0.0016	0.0043	0.740	0.061	0.345	0.19	0.43	0.13	0.27	0.35	0.19	0.24	0.23	0.16	0.17	0.37	0.24	11.25	3.40	1.10	2459034.69870	0.00065	0.00065	5.6442072	0.0000029	0.0000031	24,25,26
WASP-119b	12693	96	86	0.11266	0.00043	0.00038	0.109	0.069	0.057	0.317	0.057	0.054	0.298	0.064	0.054	0.335	0.040	0.038	0.227	0.084	0.085	7.346	0.038	0.064	2459252.337083	0.000085	0.000087	2.49980395	0.00000035	0.00000039	1,2,3,4,7,11,27,28,29,30,31,34
WASP-48b	9059	271	332	0.0952	0.0014	0.0018	0.638	0.038	0.062	0.29	0.20	0.12	0.22	0.32	0.16	0.24	0.23	0.16	0.31	0.28	0.34	4.70	0.22	0.17	2459034.45778	0.00025	0.00025	2.1436300	0.0000027	0.0000027	23,26
HATS-6b	        27837	976	1369	0.1668	0.0029	0.0042	0.440	0.060	0.097	0.47	0.21	0.15	0.47	0.18	0.15	0.64	0.14	0.16	0.05	0.25	0.22	13.17	0.44	0.41	2459227.47225	0.00021	0.00020	3.3252715	0.0000014	0.0000016	6,32,33
HAT-P-21b	8605	348	477	0.0928	0.0019	0.0026	0.611	0.059	0.107	0.30	0.24	0.13	0.34	0.36	0.21	0.37	0.24	0.21	0.17	0.34	0.34	8.94	0.70	0.51	2458910.55349	0.00051	0.00050	4.1244799	0.0000063	0.0000063	22
WASP-7b	        6242	107	103	0.07901	0.00067	0.00065	0.530	0.038	0.050	0.199	0.081	0.066	0.21	0.24	0.14	0.19	0.15	0.12	0.26	0.19	0.22	8.93	0.29	0.25	2459043.71310	0.00020	0.00020	4.9546417	0.0000035	0.0000032	27
WASP-136b	4647	105	107	0.06817	0.00077	0.00079	0.344	0.080	0.121	0.129	0.056	0.035	0.67	0.22	0.23	0.471	0.088	0.116	-0.12	0.17	0.12	7.31	0.26	0.25	2459097.73967	0.00031	0.00031	5.2153571	0.0000055	0.0000055	29
HD219666b	1572	135	136	0.0397	0.0017	0.0017	0.805	0.048	0.104	0.22	0.20	0.13	0.45	0.32	0.29	0.39	0.32	0.25	0.04	0.30	0.26	14.56	3.10	1.73	2459083.6743	0.0378	0.0019	6.035797	0.000307	0.000016	1,28
LHS3844b	4078	188	163	0.0639	0.0015	0.0013	0.37	0.19	0.20	0.25	0.22	0.12	0.25	0.28	0.16	0.25	0.18	0.15	0.24	0.28	0.27	6.75	0.37	0.64	2459085.392951	0.000101	0.000099	0.462929551	0.000000098	0.000000097	1,27,28
WASP-42b	15358	773	725	0.1239	0.0031	0.0030	0.457	0.089	0.142	0.53	0.29	0.26	0.17	0.20	0.11	0.26	0.19	0.16	0.48	0.25	0.34	13.16	0.74	0.67	2458579.79617	0.00035	0.00035	4.9816819	0.0000011	0.0000010	10
WASP-113b	8303	312	356	0.0911	0.0017	0.0020	0.455	0.091	0.154	0.31	0.22	0.13	0.37	0.32	0.21	0.41	0.18	0.19	0.15	0.35	0.31	8.09	0.51	0.45	2458982.16991	0.00042	0.00041	4.5421687	0.0000039	0.0000041	23,24
KELT-7b	        8048	103	87	0.08971	0.00057	0.00049	0.593	0.017	0.017	0.165	0.050	0.045	0.24	0.22	0.14	0.20	0.12	0.11	0.21	0.16	0.18	5.596	0.070	0.070	2458827.457481	0.000087	0.000082	2.7347703	0.0000037	0.0000039	19
WASP-141b	8579	240	330	0.0926	0.0013	0.0018	0.453	0.082	0.149	0.183	0.157	0.077	0.45	0.33	0.26	0.38	0.15	0.18	0.04	0.31	0.23	6.81	0.41	0.33	2459198.01429	0.00042	0.00043	3.3106628	0.0000027	0.0000027	5,32
KPS-1b	        10727	1196	1215	0.1036	0.0056	0.0060	0.57	0.14	0.30	0.62	0.25	0.27	0.39	0.24	0.21	0.60	0.28	0.33	0.16	0.35	0.33	7.64	1.11	0.86	2458883.66839	0.00032	0.00033	1.706304	0.000043	0.000043	21
HATS-47b	29649	2449	4711	0.1722	0.0070	0.0143	0.654	0.078	0.230	0.53	0.29	0.29	0.50	0.29	0.30	0.66	0.45	0.42	-0.00	0.41	0.38	15.53	1.99	1.21	2459056.08592	0.00060	0.00060	3.9228038	0.0000019	0.0000020	13,27
LHS1815b	404	101	39	0.02010	0.00238	0.00100	0.51	0.26	0.22	0.73	0.16	0.20	0.50	0.21	0.20	0.83	0.29	0.33	-0.00	0.36	0.33	17.17	1.99	4.16	2459250.4757	0.0015	0.0013	3.8142907	0.0000083	0.0000097	1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34
WASP-95b	10504	96	101	0.10249	0.00047	0.00049	0.446	0.020	0.023	0.197	0.042	0.035	0.52	0.12	0.10	0.459	0.060	0.058	-0.014	0.098	0.099	5.893	0.061	0.059	2459084.585063	0.000084	0.000084	2.18466649	0.00000032	0.00000032	1,28
TOI-132b	1269	97	76	0.0356	0.0013	0.0011	0.38	0.27	0.23	0.28	0.29	0.16	0.35	0.34	0.24	0.34	0.28	0.22	0.15	0.36	0.29	7.03	0.51	1.20	2459084.28228	0.00089	0.00103	2.1096935	0.0000033	0.0000033	1,28
K2-237b	        16222	639	619	0.1274	0.0025	0.0025	0.18	0.13	0.12	0.39	0.29	0.19	0.26	0.27	0.15	0.33	0.16	0.17	0.30	0.31	0.33	6.17	0.13	0.19	2458639.88506	0.00039	0.00040	2.1805577	0.0000053	0.0000052	12
XO-6b	        13409	228	208	0.11580	0.00098	0.00090	0.7224	0.0069	0.0072	0.179	0.054	0.043	0.38	0.32	0.25	0.33	0.20	0.20	0.10	0.25	0.25	8.168	0.073	0.072	2459032.18897	0.00015	0.00015	3.7649916	0.0000034	0.0000035	19,20,26
WASP-35b	15061	264	268	0.1227	0.0011	0.0011	0.257	0.065	0.093	0.42	0.12	0.10	0.204	0.076	0.056	0.265	0.054	0.053	0.38	0.13	0.14	8.37	0.13	0.14	2459198.899394	0.000102	0.000098	3.16156996	0.00000058	0.00000058	5,32
HATS-68b	5710	157	134	0.07556	0.00103	0.00089	0.786	0.022	0.027	0.053	0.071	0.036	0.47	0.33	0.31	0.19	0.19	0.13	0.01	0.16	0.13	6.03	0.29	0.24	2459110.27702	0.00054	0.00053	3.5862203	0.0000043	0.0000042	28,29
HAT-P-55b	15864	771	803	0.1260	0.0030	0.0032	0.42	0.11	0.19	0.37	0.32	0.19	0.27	0.31	0.16	0.33	0.20	0.18	0.28	0.33	0.35	9.63	0.57	0.54	2459032.55435	0.00041	0.00044	3.5852465	0.0000056	0.0000058	25,26
KELT-24b	7580	43	41	0.08706	0.00025	0.00024	0.135	0.060	0.076	0.190	0.023	0.022	0.313	0.048	0.042	0.273	0.026	0.026	0.163	0.047	0.048	9.975	0.067	0.093	2458895.773172	0.000072	0.000074	5.5514975	0.0000034	0.0000033	14,20,21
WASP-124b	16142	643	1116	0.1271	0.0025	0.0045	0.639	0.049	0.100	0.33	0.37	0.17	0.30	0.37	0.20	0.36	0.24	0.22	0.24	0.35	0.37	9.08	0.59	0.39	2458337.17195	0.00033	0.00033	3.37265005	0.00000094	0.00000100	1
#HATS-61b	4858	359022	946	0.0697	0.5335	0.0071	0.71	0.81	0.40	0.51	0.28	0.27	0.51	0.28	0.29	0.66	0.44	0.40	-0.00	0.39	0.36	8.86	3.13	4.25	2459150.6456	0.0047	0.0043	7.817953	0.000022	0.000021	31
HATS-28b	18961	947	1008	0.1377	0.0034	0.0037	0.23	0.19	0.15	0.21	0.34	0.14	0.29	0.35	0.20	0.25	0.22	0.17	0.17	0.34	0.25	12.72	0.49	0.92	2458669.35409	0.00065	0.00060	3.1810778	0.0000035	0.0000036	13
WASP-142b	9760	866	1017	0.0988	0.0043	0.0053	0.674	0.092	0.256	0.41	0.33	0.25	0.35	0.34	0.23	0.40	0.38	0.27	0.17	0.36	0.35	5.23	1.11	0.63	2458526.90361	0.00101	0.00097	2.0528680	0.0000017	0.0000018	8
WASP-13b	8684	181	196	0.09319	0.00097	0.00106	0.574	0.033	0.042	0.278	0.125	0.093	0.24	0.25	0.16	0.26	0.18	0.15	0.27	0.25	0.27	7.75	0.23	0.20	2458883.80332	0.00022	0.00022	4.3530101	0.0000027	0.0000028	21
HAT-P-70b	8654	150	163	0.09303	0.00080	0.00088	0.543	0.028	0.032	0.213	0.075	0.051	0.63	0.21	0.20	0.58	0.11	0.13	-0.12	0.20	0.16	5.52	0.12	0.11	2459188.77414	0.00017	0.00017	2.74432448	0.00000062	0.00000062	32
WASP-50b	18844	388	354	0.1373	0.0014	0.0013	0.704	0.017	0.017	0.43	0.15	0.13	0.111	0.177	0.083	0.15	0.18	0.11	0.51	0.18	0.27	7.36	0.11	0.10	2459169.66923	0.00011	0.00010	1.95509311	0.00000039	0.00000039	4,31
HAT-P-9b	11639	409	618	0.1079	0.0019	0.0029	0.460	0.100	0.213	0.22	0.27	0.13	0.21	0.35	0.15	0.20	0.18	0.13	0.26	0.32	0.30	8.73	0.63	0.52	2458854.60866	0.00040	0.00043	3.92281076	0.00000093	0.00000094	20
WASP-19b	23061	548	593	0.1519	0.0018	0.0020	0.637	0.021	0.025	0.36	0.21	0.14	0.19	0.28	0.14	0.24	0.22	0.16	0.38	0.26	0.35	3.604	0.059	0.058	2458556.243491	0.000093	0.000094	0.788838989	0.000000039	0.000000038	9
HATS-44b	15538	1660	1400	0.1247	0.0065	0.0057	0.817	0.039	0.060	0.54	0.27	0.30	0.50	0.30	0.30	0.66	0.52	0.42	-0.00	0.41	0.41	10.32	1.00	0.74	2459225.01469	0.00061	0.00059	2.7439001	0.0000023	0.0000024	5,6,32,33
WASP-96b	14057	382	410	0.1186	0.0016	0.0017	0.732	0.028	0.032	0.26	0.20	0.12	0.28	0.36	0.20	0.28	0.27	0.19	0.22	0.30	0.33	9.03	0.30	0.29	2459111.30170	0.00031	0.00031	3.4252577	0.0000017	0.0000017	2,29
WASP-101b	11854	208	147	0.10888	0.00095	0.00068	0.745	0.011	0.011	0.215	0.070	0.062	0.17	0.26	0.13	0.16	0.19	0.12	0.30	0.16	0.24	8.31	0.11	0.11	2459226.88791	0.00013	0.00013	3.58570744	0.00000096	0.00000098	6,33
HATS-22b	19726	1684	1436	0.1404	0.0059	0.0052	0.50	0.13	0.22	0.55	0.27	0.26	0.35	0.25	0.19	0.50	0.26	0.27	0.22	0.34	0.33	15.53	1.50	1.39	2458580.43623	0.00039	0.00041	4.7228127	0.0000047	0.0000051	10
WASP-167b	10010	210	188	0.10005	0.00104	0.00094	0.770	0.013	0.017	0.104	0.065	0.043	0.40	0.36	0.28	0.25	0.21	0.17	0.06	0.21	0.21	4.184	0.096	0.085	2458582.07235	0.00022	0.00021	2.02195961	0.00000056	0.00000057	10
#K2-98b	        54769	415012	54504	0.23	0.45	0.22	1.19	0.47	0.67	0.57	0.27	0.31	0.47	0.32	0.29	0.65	0.55	0.43	0.03	0.39	0.44	8.972	24.073	6.050	2459234.106	0.069	0.072	10.13646	0.00048	0.00048	34
TOI-157b	12854	322	267	0.1134	0.0014	0.0012	0.770	0.012	0.011	0.293	0.096	0.080	0.35	0.30	0.21	0.38	0.25	0.22	0.16	0.27	0.30	6.297	0.093	0.093	2459252.08311	0.00012	0.00012	2.08453918	0.00000080	0.00000082	9,11,12,13,27,28,29,30,31,32,33,34
WASP-17b	14833	385	343	0.1218	0.0016	0.0014	0.18	0.13	0.10	0.45	0.22	0.17	0.114	0.120	0.073	0.155	0.103	0.090	0.52	0.21	0.23	7.32	0.11	0.18	2458638.33209	0.00026	0.00026	3.7354300	0.0000071	0.0000074	12
TOI-677b	7937	413	353	0.0891	0.0023	0.0020	0.603	0.068	0.081	0.54	0.26	0.24	0.122	0.212	0.085	0.18	0.20	0.12	0.56	0.23	0.37	19.447	1.105	1.073	2458592.42113	0.00026	0.00026	11.236697	0.000077	0.000078	9,10
#HAT-P-37b	16580	184929	4209	0.129	0.320	0.018	0.49	0.83	0.26	0.38	0.35	0.25	0.37	0.32	0.25	0.39	0.42	0.26	0.13	0.37	0.31	10.66	8.30	1.26	2459021.4526	0.0016	0.0285	2.7974358	0.0000058	0.0000058	26
WASP-169b	5886	230	206	0.0767	0.0015	0.0014	0.23	0.20	0.15	0.22	0.20	0.12	0.20	0.26	0.14	0.19	0.15	0.12	0.27	0.26	0.25	7.10	0.18	0.45	2459240.15837	0.00091	0.00088	5.6114118	0.0000082	0.0000083	34
KELT-20b	13390	125	115	0.11572	0.00054	0.00050	0.502	0.017	0.016	0.155	0.047	0.041	0.24	0.16	0.11	0.191	0.078	0.075	0.20	0.13	0.13	7.534	0.062	0.070	2458694.736696	0.000064	0.000063	3.4741084	0.0000018	0.0000019	14
WASP-120b	5610	106	103	0.07490	0.00070	0.00069	0.676	0.020	0.024	0.170	0.065	0.047	0.35	0.33	0.23	0.29	0.20	0.18	0.12	0.23	0.25	6.78	0.18	0.16	2459166.48376	0.00024	0.00024	3.6112686	0.0000017	0.0000018	4,5,30,31
WASP-71b	4170	88	82	0.06457	0.00068	0.00064	0.19	0.13	0.11	0.129	0.070	0.040	0.57	0.23	0.23	0.400	0.093	0.117	-0.05	0.19	0.13	4.673	0.068	0.146	2458421.85363	0.00032	0.00033	2.9036693	0.0000064	0.0000061	4
HAT-P-18b	17530	550	425	0.1324	0.0021	0.0016	0.148	0.127	0.095	0.59	0.23	0.22	0.260	0.158	0.095	0.40	0.12	0.12	0.37	0.22	0.27	17.25	0.27	0.41	2459033.31735	0.00021	0.00022	5.5080232	0.0000056	0.0000056	25,26
HAT-P-12b	19243	744	799	0.1387	0.0027	0.0029	0.343	0.095	0.161	0.41	0.30	0.18	0.46	0.29	0.20	0.59	0.15	0.18	0.06	0.34	0.29	11.24	0.44	0.49	2458943.18190	0.00025	0.00024	3.2130598	0.0000019	0.0000019	23
XO-1b	        17291	412	532	0.1315	0.0016	0.0020	0.306	0.076	0.141	0.27	0.21	0.12	0.25	0.23	0.14	0.26	0.11	0.11	0.26	0.26	0.25	11.04	0.28	0.25	2458968.34713	0.00014	0.00014	3.941516	0.000023	0.000025	24
TOI-251b	786	89	69	0.0280	0.0015	0.0013	0.38	0.30	0.22	0.39	0.31	0.22	0.29	0.28	0.19	0.33	0.30	0.21	0.24	0.33	0.30	16.30	1.23	3.18	2459107.8391	0.0010	0.0011	4.9377254	0.0000100	0.0000106	2,29
HATS-26b	8406	402	361	0.0917	0.0022	0.0020	0.29	0.19	0.18	0.28	0.27	0.15	0.25	0.29	0.17	0.26	0.19	0.16	0.26	0.31	0.29	5.11	0.20	0.37	2458568.15578	0.00092	0.00091	3.3023886	0.0000067	0.0000068	8,9
HATS-40b	4704	365	324	0.0686	0.0026	0.0024	0.34	0.27	0.23	0.35	0.32	0.20	0.38	0.34	0.24	0.42	0.32	0.26	0.12	0.36	0.32	4.66	0.31	0.70	2459211.7663	0.0020	0.0019	3.2642736	0.0000053	0.0000051	33
CoRoTID223977153b	3568	1256	635	0.0597	0.0097	0.0056	0.49	0.33	0.30	0.58	0.27	0.29	0.60	0.25	0.31	0.83	0.48	0.47	-0.13	0.43	0.38	11.69	2.63	3.52	2459227.3462	0.0079	0.0076	6.7183678	0.0000082	0.0000087	6,33
WASP-92b	11409	329	466	0.1068	0.0015	0.0022	0.593	0.051	0.081	0.25	0.23	0.11	0.26	0.34	0.18	0.26	0.21	0.16	0.24	0.30	0.32	5.56	0.31	0.25	2459008.28926	0.00027	0.00027	2.1746742	0.0000014	0.0000014	23,24,25
WASP-105b	12675	179	174	0.11258	0.00079	0.00078	0.184	0.086	0.097	0.195	0.075	0.053	0.62	0.18	0.16	0.546	0.067	0.079	-0.11	0.15	0.12	17.73	0.23	0.34	2459111.52928	0.00051	0.00052	7.8728848	0.0000056	0.0000051	2,3,29
TOI-237b	4422	892	669	0.0665	0.0064	0.0052	0.42	0.30	0.26	0.50	0.29	0.29	0.51	0.29	0.31	0.64	0.49	0.40	-0.02	0.41	0.37	34.61	4.59	7.84	2459110.8695	0.0018	0.0019	5.436147	0.000018	0.000017	2,29
HAT-P-34b	6685	113	112	0.08176	0.00069	0.00069	0.126	0.111	0.086	0.168	0.107	0.060	0.52	0.26	0.23	0.42	0.10	0.13	-0.02	0.23	0.16	9.86	0.11	0.20	2458692.27937	0.00030	0.00028	5.452654	0.000015	0.000015	14
WASP-72b	4305	87	99	0.06562	0.00066	0.00076	0.677	0.023	0.026	0.191	0.070	0.040	0.53	0.28	0.28	0.46	0.17	0.21	-0.03	0.28	0.21	3.700	0.097	0.092	2459168.12539	0.00023	0.00024	2.21673941	0.00000097	0.00000096	3,4,30,31
#K2-114b	        95847	454210	81334	0.31	0.43	0.19	1.10	0.47	0.69	0.50	0.29	0.31	0.49	0.29	0.30	0.59	0.52	0.39	0.01	0.39	0.37	14.05	8.28	2.44	2458495.8459	0.0050	0.0044	11.39101	0.00019	0.00020	7
HATS-66b	5428	295	296	0.0737	0.0020	0.0020	0.29	0.24	0.18	0.114	0.210	0.084	0.34	0.34	0.23	0.21	0.22	0.14	0.09	0.25	0.17	5.52	0.26	0.61	2459252.3060	0.0018	0.0014	3.1414390	0.0000070	0.0000066	33,34
HATS-25b	14530	781	1011	0.1205	0.0032	0.0043	0.568	0.100	0.192	0.28	0.35	0.18	0.28	0.34	0.19	0.28	0.25	0.19	0.21	0.35	0.30	9.92	1.08	0.85	2458611.32121	0.00077	0.00080	4.2986430	0.0000041	0.0000040	11
TOI-1235b	670	68	51	0.02588	0.00129	0.00100	0.38	0.28	0.22	0.39	0.30	0.22	0.35	0.30	0.23	0.41	0.31	0.25	0.17	0.35	0.32	12.83	0.97	2.31	2458897.18851	0.00085	0.00108	3.444730	0.000021	0.000022	14,20,21
WASP-31b	15727	356	326	0.1254	0.0014	0.0013	0.771	0.018	0.024	0.150	0.143	0.084	0.35	0.36	0.24	0.26	0.26	0.18	0.09	0.27	0.23	8.16	0.24	0.21	2458554.30005	0.00026	0.00026	3.4059095	0.0000047	0.0000048	9
WASP-78b	7257	89	83	0.08519	0.00052	0.00049	0.118	0.094	0.075	0.158	0.079	0.059	0.40	0.22	0.16	0.318	0.084	0.097	0.08	0.17	0.16	3.832	0.029	0.052	2459199.51611	0.00030	0.00030	2.1751838	0.0000016	0.0000015	5,31,32
HATS-43b	21167	723	633	0.1455	0.0025	0.0022	0.24	0.11	0.14	0.54	0.26	0.23	0.21	0.17	0.10	0.31	0.13	0.13	0.43	0.24	0.29	13.31	0.31	0.41	2459198.52018	0.00036	0.00036	4.3888493	0.0000028	0.0000028	5,6,32
WASP-91b	14580	289	346	0.1207	0.0012	0.0014	0.454	0.035	0.046	0.344	0.133	0.095	0.44	0.18	0.13	0.522	0.103	0.097	0.07	0.19	0.19	9.26	0.17	0.16	2459085.10428	0.00010	0.00010	2.79857904	0.00000064	0.00000064	1,27,28
WASP-106b	5676	209	215	0.0753	0.0014	0.0014	0.37	0.17	0.23	0.126	0.145	0.067	0.39	0.33	0.26	0.26	0.16	0.15	0.07	0.28	0.19	13.35	0.82	1.23	2458553.94053	0.00083	0.00080	9.2897099	0.0000089	0.0000089	9
WASP-132b	15655	538	544	0.1251	0.0021	0.0022	0.17	0.15	0.11	0.49	0.29	0.22	0.48	0.26	0.16	0.67	0.13	0.15	0.03	0.29	0.28	18.94	0.45	0.73	2458609.98963	0.00037	0.00037	7.1335215	0.0000082	0.0000082	11
WASP-63b	6118	92	73	0.07822	0.00058	0.00047	0.18	0.11	0.11	0.359	0.085	0.078	0.229	0.082	0.071	0.274	0.064	0.067	0.33	0.12	0.12	6.590	0.080	0.156	2459227.10539	0.00024	0.00024	4.3780830	0.0000023	0.0000022	6,7,32,33
HAT-P-43b	13175	430	444	0.1148	0.0019	0.0019	0.23	0.15	0.14	0.26	0.26	0.14	0.25	0.30	0.17	0.26	0.16	0.16	0.25	0.31	0.29	8.61	0.22	0.39	2459253.40083	0.00051	0.00048	3.3326830	0.0000046	0.0000044	7,34
K2-261b	        2944	168	132	0.0543	0.0015	0.0012	0.34	0.20	0.21	0.30	0.24	0.13	0.48	0.30	0.28	0.51	0.21	0.24	0.02	0.40	0.27	12.96	0.68	1.30	2458546.68220	0.00098	0.00110	11.63345	0.00011	0.00011	9
HATS-2b	        17958	693	681	0.1340	0.0026	0.0026	0.25	0.15	0.15	0.41	0.32	0.21	0.27	0.28	0.16	0.35	0.18	0.18	0.30	0.32	0.35	5.56	0.16	0.28	2458582.96001	0.00026	0.00028	1.35413300	0.00000092	0.00000090	10
WASP-117b	7478	108	116	0.08647	0.00062	0.00068	0.435	0.041	0.052	0.177	0.062	0.046	0.49	0.20	0.15	0.409	0.086	0.085	0.01	0.15	0.14	16.93	0.39	0.35	2459139.17818	0.00024	0.00025	10.0205927	0.0000045	0.0000047	2,3,29,30
HAT-P-66b	7650	292	307	0.0875	0.0017	0.0018	0.20	0.17	0.13	0.27	0.28	0.14	0.35	0.33	0.23	0.36	0.21	0.20	0.15	0.35	0.29	5.08	0.12	0.24	2458881.56021	0.00094	0.00096	2.9720860	0.0000051	0.0000052	21
WASP-46b	19466	553	600	0.1395	0.0020	0.0022	0.699	0.024	0.026	0.34	0.23	0.13	0.29	0.36	0.21	0.35	0.29	0.23	0.24	0.34	0.39	5.99	0.14	0.14	2459059.78954	0.00018	0.00019	1.43037072	0.00000044	0.00000047	1,27
Qatar-1b	21264	668	564	0.1458	0.0023	0.0019	0.602	0.023	0.027	0.60	0.23	0.21	0.24	0.22	0.12	0.37	0.20	0.17	0.41	0.28	0.35	6.43	0.11	0.10	2459008.830732	0.000074	0.000073	1.42002416	0.00000020	0.00000020	17,21,24,25
HATS-34b	22227	6815	5214	0.149	0.021	0.019	0.931	0.037	0.043	0.62	0.24	0.30	0.49	0.29	0.28	0.71	0.52	0.44	0.01	0.40	0.44	7.07	0.43	0.32	2459084.32338	0.00065	0.00067	2.1061610	0.0000022	0.0000022	1,2,28
WASP-138b	7850	140	143	0.08860	0.00079	0.00081	0.22	0.13	0.14	0.147	0.105	0.062	0.37	0.27	0.21	0.29	0.10	0.13	0.10	0.23	0.18	7.40	0.15	0.27	2459169.28001	0.00032	0.00034	3.6344412	0.0000024	0.0000023	4,31
WASP-29b	9473	217	154	0.09733	0.00111	0.00079	0.20	0.11	0.12	0.353	0.108	0.091	0.45	0.14	0.10	0.536	0.072	0.071	0.06	0.15	0.15	12.37	0.19	0.33	2459109.57579	0.00015	0.00015	3.9227138	0.0000011	0.0000011	2,29
WASP-131b	6465	166	163	0.0804	0.0010	0.0010	0.721	0.025	0.028	0.185	0.088	0.057	0.45	0.35	0.30	0.38	0.22	0.24	0.04	0.31	0.26	8.52	0.30	0.29	2458606.90205	0.00029	0.00029	5.3220230	0.0000048	0.0000046	11
#TOI-564b	2131	1117	237	0.0462	0.0108	0.0026	0.36	0.35	0.23	0.873	0.085	0.119	0.904	0.064	0.105	1.66	0.15	0.20	-0.74	0.19	0.12	13.08	0.92	2.81	2459252.96358	0.00036	0.00038	1.6511456	0.0000012	0.0000013	8,34
WASP-83b	10123	398	345	0.1006	0.0020	0.0017	0.30	0.15	0.18	0.25	0.20	0.10	0.53	0.28	0.27	0.52	0.15	0.18	-0.03	0.34	0.22	12.10	0.46	0.74	2458578.58476	0.00042	0.00043	4.971251	0.000014	0.000014	10
HATS-18b	21189	607	687	0.1456	0.0021	0.0024	0.22	0.15	0.13	0.106	0.141	0.066	0.33	0.36	0.22	0.20	0.16	0.13	0.10	0.25	0.19	3.781	0.090	0.144	2458582.94375	0.00031	0.00030	0.83783999	0.00000043	0.00000042	10
