Title: Empirical limb-darkening coefficients & transit parameters of known
       exoplanets from TESS
Authors: Jayshil A. Patel and Néstor Espinoza
Table: Retrieved planetary parameters along with their literature values.
================================================================================
Byte-by-byte Description of file: planetary_ascii_updated.dat
--------------------------------------------------------------------------------
 Bytes Format Units  Label     Explanations
--------------------------------------------------------------------------------
  1-  9  A9     ---    name    Name of the planet
 11- 19  F9.0   ---    tic     TIC id of the planet
 21- 26  F6.4   ---    Rp/R*   [0.02/0.23] Rp/R* retrieved from this work
 28- 33  F6.4   ---    Rp/R*_u [0.0/0.03] Upper 68% credibility band on Rp/R*
 35- 40  F6.4   ---    Rp/R*_l [0.0/0.03] Lower 68% credibility band on Rp/R*
 42- 46  F5.2   ---    a/R*    [3.42/39.53] a/R* retrieved from this work
 48- 51  F4.2   ---    a/R*_u  [0.01/4.68] Upper 68% credibility band on a/R*
 53- 56  F4.2   ---    a/R*_l  [0.01/7.84] Lower 68% credibility band on a/R*
 58- 70  F13.5  d      tc      [2458332.08/2459253.41] Transit time (in BJD)
                              from this work
 72- 78  F7.5   d      tcep    [0.0/0.06] Upper 68% credibility band on transit
                              time
 80- 86  F7.5   d      tcen    [0.0/0.06] Lower 68% credibility band on transit
                              time
 88- 92  F5.3   ---    b       [0.09/0.94] b retrieved from this work
 94- 98  F5.3   ---    b_u     [0.0/0.33] Upper 68% credibility band on b
100-104  F5.3   ---    b_l     [0.0/0.41] Lower 68% credibility band on b
106-115  F10.7  d      P       [0.46/20.28] period retrieved from this work
117-125  F9.7   d      P_u     [0.0/0.01] Upper 68% credibility band on period
127-135  F9.7   d      P_l     [0.0/0.01] Lower 68% credibility band on period
--------------------------------------------------------------------------------
Notes:
--------------------------------------------------------------------------------
KPS-1b     99834717 0.1036 0.0056 0.0060  7.64 1.11 0.86 2458883.66839 0.00032 0.00033 0.570 0.140 0.300  1.7063040 0.0000430 0.0000430
HATS-47b  158297421 0.1722 0.0070 0.0143 15.53 1.99 1.21 2459056.08592 0.00060 0.00060 0.654 0.078 0.230  3.9228038 0.0000019 0.0000020
LHS1815b  260004324 0.0201 0.0024 0.0010 17.17 1.99 4.16 2459250.47570 0.00150 0.00130 0.510 0.260 0.220  3.8142907 0.0000083 0.0000097
WASP-95b  144065872 0.1025 0.0005 0.0005  5.89 0.06 0.06 2459084.58506 0.00008 0.00008 0.446 0.020 0.023  2.1846665 0.0000003 0.0000003
TOI-132b   89020549 0.0356 0.0013 0.0011  7.03 0.51 1.20 2459084.28228 0.00089 0.00103 0.380 0.270 0.230  2.1096935 0.0000033 0.0000033
K2-237b    16288184 0.1274 0.0025 0.0025  6.17 0.13 0.19 2458639.88506 0.00039 0.00040 0.180 0.130 0.120  2.1805577 0.0000053 0.0000052
XO-6b     138168780 0.1158 0.0010 0.0009  8.17 0.07 0.07 2459032.18897 0.00015 0.00015 0.722 0.007 0.007  3.7649916 0.0000034 0.0000035
WASP-35b   43647325 0.1227 0.0011 0.0011  8.37 0.13 0.14 2459198.89939 0.00010 0.00010 0.257 0.065 0.093  3.1615700 0.0000006 0.0000006
HATS-68b  322307342 0.0756 0.0010 0.0009  6.03 0.29 0.24 2459110.27702 0.00054 0.00053 0.786 0.022 0.027  3.5862203 0.0000043 0.0000042
HAT-P-55b 311408969 0.1260 0.0030 0.0032  9.63 0.57 0.54 2459032.55435 0.00041 0.00044 0.420 0.110 0.190  3.5852465 0.0000056 0.0000058
KELT-24b  349827430 0.0871 0.0003 0.0002  9.97 0.07 0.09 2458895.77317 0.00007 0.00007 0.135 0.060 0.076  5.5514975 0.0000034 0.0000033
WASP-124b  97409519 0.1271 0.0025 0.0045  9.08 0.59 0.39 2458337.17195 0.00033 0.00033 0.639 0.049 0.100  3.3726500 0.0000009 0.0000010
HATS-28b    6663331 0.1377 0.0034 0.0037 12.72 0.49 0.92 2458669.35409 0.00065 0.00060 0.230 0.190 0.150  3.1810778 0.0000035 0.0000036
WASP-142b 423275733 0.0988 0.0043 0.0053  5.23 1.11 0.63 2458526.90361 0.00101 0.00097 0.674 0.092 0.256  2.0528680 0.0000017 0.0000018
WASP-13b    8767448 0.0932 0.0010 0.0011  7.75 0.23 0.20 2458883.80332 0.00022 0.00022 0.574 0.033 0.042  4.3530101 0.0000027 0.0000028
HAT-P-70b 399870368 0.0930 0.0008 0.0009  5.52 0.12 0.11 2459188.77414 0.00017 0.00017 0.543 0.028 0.032  2.7443245 0.0000006 0.0000006
WASP-50b  382391899 0.1373 0.0014 0.0013  7.36 0.11 0.10 2459169.66923 0.00011 0.00010 0.704 0.017 0.017  1.9550931 0.0000004 0.0000004
HAT-P-9b  371234684 0.1079 0.0019 0.0029  8.73 0.63 0.52 2458854.60866 0.00040 0.00043 0.460 0.100 0.213  3.9228108 0.0000009 0.0000009
WASP-19b   35516889 0.1519 0.0018 0.0020  3.60 0.06 0.06 2458556.24349 0.00009 0.00009 0.637 0.021 0.025  0.7888390 0.0000000 0.0000000
HATS-44b   32499655 0.1247 0.0065 0.0057 10.32 1.00 0.74 2459225.01469 0.00061 0.00059 0.817 0.039 0.060  2.7439001 0.0000023 0.0000024
WASP-96b  160148385 0.1186 0.0016 0.0017  9.03 0.30 0.29 2459111.30170 0.00031 0.00031 0.732 0.028 0.032  3.4252577 0.0000017 0.0000017
WASP-101b  47911178 0.1089 0.0009 0.0007  8.31 0.11 0.11 2459226.88791 0.00013 0.00013 0.745 0.011 0.011  3.5857074 0.0000010 0.0000010
HATS-22b   14661418 0.1404 0.0059 0.0052 15.53 1.50 1.39 2458580.43623 0.00039 0.00041 0.500 0.130 0.220  4.7228127 0.0000047 0.0000051
WASP-167b 104024556 0.1001 0.0010 0.0009  4.18 0.10 0.09 2458582.07235 0.00022 0.00021 0.770 0.013 0.017  2.0219596 0.0000006 0.0000006
TOI-157b  140691463 0.1134 0.0014 0.0012  6.30 0.09 0.09 2459252.08311 0.00012 0.00012 0.770 0.012 0.011  2.0845392 0.0000008 0.0000008
WASP-17b   66818296 0.1218 0.0016 0.0014  7.32 0.11 0.18 2458638.33209 0.00026 0.00026 0.180 0.130 0.100  3.7354300 0.0000071 0.0000074
TOI-677b  280206394 0.0891 0.0023 0.0020 19.45 1.10 1.07 2458592.42113 0.00026 0.00026 0.603 0.068 0.081 11.2366970 0.0000770 0.0000780
WASP-169b 386259537 0.0767 0.0015 0.0014  7.10 0.18 0.45 2459240.15837 0.00091 0.00088 0.230 0.200 0.150  5.6114118 0.0000082 0.0000083
KELT-20b   69679391 0.1157 0.0005 0.0005  7.53 0.06 0.07 2458694.73670 0.00006 0.00006 0.502 0.017 0.016  3.4741084 0.0000018 0.0000019
WASP-120b 152476657 0.0749 0.0007 0.0007  6.78 0.18 0.16 2459166.48376 0.00024 0.00024 0.676 0.020 0.024  3.6112686 0.0000017 0.0000018
WASP-71b  422655579 0.0646 0.0007 0.0006  4.67 0.07 0.15 2458421.85363 0.00032 0.00033 0.190 0.130 0.110  2.9036693 0.0000064 0.0000061
HAT-P-18b  21744120 0.1324 0.0021 0.0016 17.25 0.27 0.41 2459033.31735 0.00021 0.00022 0.148 0.127 0.095  5.5080232 0.0000056 0.0000056
HAT-P-12b 198108326 0.1387 0.0027 0.0029 11.24 0.44 0.49 2458943.18190 0.00025 0.00024 0.343 0.095 0.161  3.2130598 0.0000019 0.0000019
XO-1b     236312126 0.1315 0.0016 0.0020 11.04 0.28 0.25 2458968.34713 0.00014 0.00014 0.306 0.076 0.141  3.9415160 0.0000230 0.0000250
TOI-251b  224225541 0.0280 0.0015 0.0013 16.30 1.23 3.18 2459107.83910 0.00100 0.00110 0.380 0.300 0.220  4.9377254 0.0000100 0.0000106
HATS-26b  315002523 0.0917 0.0022 0.0020  5.11 0.20 0.37 2458568.15578 0.00092 0.00091 0.290 0.190 0.180  3.3023886 0.0000067 0.0000068
HATS-40b  172598832 0.0686 0.0026 0.0024  4.66 0.31 0.70 2459211.76630 0.00200 0.00190 0.340 0.270 0.230  3.2642736 0.0000053 0.0000051
CoRoT-32b 220323515 0.0597 0.0097 0.0056 11.69 2.63 3.52 2459227.34620 0.00790 0.00760 0.490 0.330 0.300  6.7183678 0.0000082 0.0000087
WASP-92b  162689341 0.1068 0.0015 0.0022  5.56 0.31 0.25 2459008.28926 0.00027 0.00027 0.593 0.051 0.081  2.1746742 0.0000014 0.0000014
WASP-105b 158623531 0.1126 0.0008 0.0008 17.73 0.23 0.34 2459111.52928 0.00051 0.00052 0.184 0.086 0.097  7.8728848 0.0000056 0.0000051
TOI-237b  305048087 0.0665 0.0064 0.0052 34.61 4.59 7.84 2459110.86950 0.00180 0.00190 0.420 0.300 0.260  5.4361470 0.0000180 0.0000170
HAT-P-34b 278348461 0.0818 0.0007 0.0007  9.86 0.11 0.20 2458692.27937 0.00030 0.00028 0.126 0.111 0.086  5.4526540 0.0000150 0.0000150
WASP-72b  122612091 0.0656 0.0007 0.0008  3.70 0.10 0.09 2459168.12539 0.00023 0.00024 0.677 0.023 0.026  2.2167394 0.0000010 0.0000010
HATS-66b   52689469 0.0737 0.0020 0.0020  5.52 0.26 0.61 2459252.30600 0.00180 0.00140 0.290 0.240 0.180  3.1414390 0.0000070 0.0000066
HATS-25b  437333618 0.1205 0.0032 0.0043  9.92 1.08 0.85 2458611.32121 0.00077 0.00080 0.568 0.100 0.192  4.2986430 0.0000041 0.0000040
TOI-1235b 103633434 0.0259 0.0013 0.0010 12.83 0.97 2.31 2458897.18851 0.00085 0.00108 0.380 0.280 0.220  3.4447300 0.0000210 0.0000220
WASP-31b  437248515 0.1254 0.0014 0.0013  8.16 0.24 0.21 2458554.30005 0.00026 0.00026 0.771 0.018 0.024  3.4059095 0.0000047 0.0000048
WASP-78b  139528693 0.0852 0.0005 0.0005  3.83 0.03 0.05 2459199.51611 0.00030 0.00030 0.118 0.094 0.075  2.1751838 0.0000016 0.0000015
HATS-43b   78055054 0.1455 0.0025 0.0022 13.31 0.31 0.41 2459198.52018 0.00036 0.00036 0.240 0.110 0.140  4.3888493 0.0000028 0.0000028
WASP-91b  238176110 0.1207 0.0012 0.0014  9.26 0.17 0.16 2459085.10428 0.00010 0.00010 0.454 0.035 0.046  2.7985790 0.0000006 0.0000006
WASP-106b  53189332 0.0753 0.0014 0.0014 13.35 0.82 1.23 2458553.94053 0.00083 0.00080 0.370 0.170 0.230  9.2897099 0.0000089 0.0000089
WASP-132b 127530399 0.1251 0.0021 0.0022 18.94 0.45 0.73 2458609.98963 0.00037 0.00037 0.170 0.150 0.110  7.1335215 0.0000082 0.0000082
WASP-63b  393414358 0.0782 0.0006 0.0005  6.59 0.08 0.16 2459227.10539 0.00024 0.00024 0.180 0.110 0.110  4.3780830 0.0000023 0.0000022
HAT-P-43b 468987719 0.1148 0.0019 0.0019  8.61 0.22 0.39 2459253.40083 0.00051 0.00048 0.230 0.150 0.140  3.3326830 0.0000046 0.0000044
K2-261b   281731203 0.0543 0.0015 0.0012 12.96 0.68 1.30 2458546.68220 0.00098 0.00110 0.340 0.200 0.210 11.6334500 0.0001100 0.0001100
HATS-2b   413376180 0.1340 0.0026 0.0026  5.56 0.16 0.28 2458582.96001 0.00026 0.00028 0.250 0.150 0.150  1.3541330 0.0000009 0.0000009
WASP-117b 166739520 0.0865 0.0006 0.0007 16.93 0.39 0.35 2459139.17818 0.00024 0.00025 0.435 0.041 0.052 10.0205927 0.0000045 0.0000047
HAT-P-66b 137881699 0.0875 0.0017 0.0018  5.08 0.12 0.24 2458881.56021 0.00094 0.00096 0.200 0.170 0.130  2.9720860 0.0000051 0.0000052
WASP-46b  231663901 0.1395 0.0020 0.0022  5.99 0.14 0.14 2459059.78954 0.00018 0.00019 0.699 0.024 0.026  1.4303707 0.0000004 0.0000005
Qatar-1b  236887394 0.1458 0.0023 0.0019  6.43 0.11 0.10 2459008.83073 0.00007 0.00007 0.602 0.023 0.027  1.4200242 0.0000002 0.0000002
HATS-34b  355703913 0.1490 0.0210 0.0190  7.07 0.43 0.32 2459084.32338 0.00065 0.00067 0.931 0.037 0.043  2.1061610 0.0000022 0.0000022
WASP-138b  35857242 0.0886 0.0008 0.0008  7.40 0.15 0.27 2459169.28001 0.00032 0.00034 0.220 0.130 0.140  3.6344412 0.0000024 0.0000023
WASP-29b  183537452 0.0973 0.0011 0.0008 12.37 0.19 0.33 2459109.57579 0.00015 0.00015 0.200 0.110 0.120  3.9227138 0.0000011 0.0000011
WASP-131b 271168962 0.0804 0.0010 0.0010  8.52 0.30 0.29 2458606.90205 0.00029 0.00029 0.721 0.025 0.028  5.3220230 0.0000048 0.0000046
WASP-83b  286865921 0.1006 0.0020 0.0017 12.10 0.46 0.74 2458578.58476 0.00042 0.00043 0.300 0.150 0.180  4.9712510 0.0000140 0.0000140
HATS-18b   14614418 0.1456 0.0021 0.0024  3.78 0.09 0.14 2458582.94375 0.00031 0.00030 0.220 0.150 0.130  0.8378400 0.0000004 0.0000004
HATS-51b   53458803 0.0994 0.0012 0.0013  7.94 0.30 0.32 2459252.25844 0.00030 0.00031 0.330 0.100 0.160  3.3488703 0.0000036 0.0000035
KELT-14b  134537478 0.1106 0.0020 0.0015  4.37 0.06 0.06 2459252.53542 0.00009 0.00009 0.846 0.008 0.007  1.7100529 0.0000004 0.0000004
